,128,438,554883797,48,,
4056,128,438,1446000533,77,,
4086,128,439,548466198,44,,14
3081,128,439,1456043926,35,,5
,128,439,767216950,35,54,12
3100,128,439,1495980982,35,,2
,128,439,1050248982,35,94,1
,128,440,-2092927241,35,,7
,128,438,-826194828,,,7
,128,438,1253835409,,,19
,128,438,170876564,,,
,128,438,1196577107,,48,13
,95,334,-1715115386,56,89,
2032,25,324,1177278018,53,,
,25,196,-1038751299,46,,
,27,198,-149829328,35,94,15
,27,434,660968977,35,90,14
2208,27,198,567134460,35,,13
,27,434,-336102415,35,,
5224,27,436,-611445325,35,,
,27,435,685389778,35,,1
,27,436,-837384781,35,,
5222,27,198,1095127051,35,,19
,27,198,-1503139056,35,,
4089,27,434,376374257,35,,4
,27,434,150434801,35,,
2204,27,437,2054934804,35,,
,128,439,1666737814,35,,
,128,439,-1509957866,35,,7
4074,25,196,1214079413,86,22,2
,,,1155137589,,62,
,,,-1587345974,,,
,,,339864971,,,8
,,,-614754156,,,
,66,344,-1484520866,118,,0
,66,344,2017066272,137,,
,,,-764878795,,,
4054,,,957776410,,45,9
1403,,,203985499,,,
3069,,,-809132899,,33,
,,,-1422246578,,77,19
,,,311793138,,81,3
2228,,,412568840,,,
3212,,,1044222960,,,4
4100,,,-144036406,,,
,,,-1326469509,,,17
,66,345,913976091,43,95,0
1403,66,345,840204545,111,19,17
5234,66,345,1755235225,93,,
,66,345,-838257859,179,,13
5089,66,346,1315556958,42,,
,66,347,-1410769093,36,,
3074,66,345,-6316551,35,14,3
,66,345,151703183,35,,
,66,345,-1890433401,35,61,15
,66,346,-708542822,35,77,
,66,346,1104862830,35,,13
,66,346,1053008954,35,,9
3216,66,346,-426739608,35,,8
6072,66,346,2077829866,35,19,9
,66,347,981796307,35,,
4243,128,438,1697499637,35,22,15
5089,128,438,-1697946795,35,,13
,128,441,1861471128,35,,
2084,128,,50,164,42,15
4028,128,,53,50,,
,128,,54,47,,12
,25,,50,154,,0
4092,95,334,-1667014130,35,,
,95,334,1551726996,35,,12
2100,25,196,-528217153,58,43,
,128,443,71681210,35,,
4221,29,200,-1987586508,4,,16
,29,,50,16,,5
2064,26,331,-799656557,35,,
,26,197,132587463,35,,3
,130,453,-217238891,35,,
,66,345,1690362243,35,,6
,30,450,-1790003816,35,,
,130,455,1810134423,35,,
,25,195,88389510,35,,
1427,130,456,-659390760,35,,
3084,130,453,716644405,35,,
,39,216,1053233104,,,
,31,204,1262505429,,,13
5011,144,505,-1855936289,,,9
,144,505,-243645963,,,
,63,297,1640924904,,,
1420,101,348,-731753553,,,4
2216,75,473,-223456242,,,
4100,3,281,-1290063147,,,8
,54,237,-1473846347,,,
,86,306,-1384554677,,,3
4100,64,253,-1892374104,,,
5100,47,484,1659155795,,10,
,39,372,-342640473,,,
,150,513,1451158029,,,
,86,306,-1902145445,,,
3029,28,,51,35,,13
3084,27,434,1779240593,35,,
,27,436,515924947,35,54,17
,27,,49,525,,12
4226,27,,50,420,,
,30,,50,43,,
,30,,51,33,,
,30,,53,46,,16
,130,,49,41,,
,130,,50,60,,
3008,130,,51,47,,19
2052,130,,52,39,39,
5065,130,,53,16,,
,,,-782852435,383,78,
4092,,,19363713,98,,0
,,,-455336716,772,,
3059,,,-701912193,322,27,
,,,1470367990,528,,
,27,436,1869234675,35,79,12
,27,198,980610447,35,53,4
6011,27,434,385125649,35,,
5013,27,,53,385,,
,26,,51,140,,
,26,,54,175,,5
6084,26,,55,70,,
2058,26,,56,70,22,10
,26,,57,70,,
,26,,53,70,,3
,,,1151373347,,62,5
,,,-2013703520,,,2
2008,,,1151373343,,,
,,,1118635102,,,
,,,1151373345,,,1
3052,,,-333197670,171,,
,128,440,-1185349513,35,,
,128,440,-974655625,35,,
,128,440,-1591144457,35,,
4211,128,441,-439353384,35,,
,128,441,468224344,35,83,7
,128,441,678918232,35,76,
,128,441,62429400,35,,19
,128,442,1214220473,35,,
,128,442,1716003257,35,,
3038,128,440,613692215,35,,3
,128,440,-1874176489,35,59,19
,128,440,143615991,35,,
1407,128,440,-1145412457,35,,16
,128,441,-220602632,35,,
,128,441,508161400,35,,16
4206,128,442,-374127367,35,,
1429,128,442,-1962475207,35,15,3
5091,128,442,1432971225,35,,12
5081,128,442,-2133232039,35,,
4054,128,442,-779922311,35,,
,25,,49,196,,
,27,198,-782944180,35,,12
2042,27,198,1037868749,35,,
,27,437,-2041782796,35,,
,27,436,1187596403,35,,
4032,66,346,1567295720,35,,
,66,346,1826091104,35,55,
4008,130,454,-300653130,35,27,6
,130,455,1982002679,35,,4
,74,,49,,48,1
,48,,49,,,14
,6,,50,,73,0
3062,32,,49,,,
1300,14,,49,,,
2214,74,,98,,,13
,75,,49,,85,
,57,,49,,,3
5048,54,,52,,32,
,145,,49,,,
,147,,49,,74,
,71,,51,,72,16
2064,63,,51,,,
,128,442,-844203591,35,68,
,128,440,207897271,35,,
,128,443,-1637866854,35,57,
,128,443,-73863238,35,85,8
,128,443,-1662211078,35,,
,128,438,-854823979,35,,18
,128,438,142247413,35,,
4042,128,,52,61,,6
1422,25,325,2020121909,35,,6
2202,25,195,546596744,35,,1
3026,25,196,1269237291,35,,
4066,66,,50,240,,3
,25,,51,89,,6
,29,,52,16,,
2099,29,448,-1666394922,4,10,10
3082,129,,50,35,,9
,129,,52,35,,12
,129,,49,35,57,
,129,,51,35,94,
4206,129,444,-1429599500,10,,11
4241,129,446,84808032,10,28,
,129,445,1357193471,10,91,
2002,129,445,454185954,10,,
2082,130,455,984931287,35,,
3059,130,456,645925048,35,,
,130,456,-1274664168,35,,1
,130,457,-1663227015,35,,8
,130,457,975738169,35,,17
,30,452,-1421646438,35,72,
,130,455,13419543,35,,
,130,455,-1907169673,35,44,
,130,456,267513208,35,,
1200,30,451,-1287659391,35,49,
2209,66,343,-1854994483,35,45,19
5002,30,,98,,,
,66,,98,,,18
,151,,50,,78,10
,66,344,533565090,35,,16
,135,481,-1971064136,,,
4061,135,481,-1087830632,,13,
,4,290,-891817240,,,10
,67,256,-878562825,,75,
3032,18,183,-1298792634,,,
3091,41,220,878473309,,,4
6044,131,458,883967921,,,
2231,106,356,-1181021388,,,
,103,351,-353463252,,,
,9,170,334450225,,,3
,30,450,2125207482,35,,5
,130,453,-919350091,35,,16
3228,130,454,734223766,35,,
3219,130,454,-1996739914,35,41,
5212,66,343,1874280789,35,,10
5224,66,343,321071223,35,43,
,66,344,-1208731476,35,,
2216,66,344,-1837505800,35,19,15
,106,356,-1154239279,,,12
6132,32,362,-555737902,,,0
,147,508,-1051222486,,50,
4100,65,254,-1465400518,,,19
,110,379,922482549,,63,
,22,432,-768125028,,,
,47,486,1331021048,,,
6131,30,203,-1737259786,35,,
6092,30,449,1245626839,35,,11
,30,449,1423572375,35,87,
,130,453,-587108715,35,81,
,130,454,-1514688042,35,74,
,66,343,-395543929,35,,18
,40,219,-1054825166,,,8
,17,301,-532351532,,64,
5081,63,299,-802880976,,,
2051,71,423,2147084055,,,
,18,188,-1471499748,,,
4216,64,250,-1486022645,,,18
4042,40,217,-588002706,,13,
,17,303,-1552763862,,79,
,40,219,-1942015825,,,
,19,189,-2083514294,,,18
,126,421,1014665499,,43,
4209,120,396,1794685197,,,3
,17,301,1996223952,,,11
5042,17,302,-182664411,,,
2069,134,478,500405783,,,
,77,374,-173154410,,,
,18,186,509873242,,42,
,101,348,-730830032,,,16
4066,128,438,676431285,35,,8
6034,128,443,-1792162694,35,43,
,128,443,873651546,35,55,11
6029,25,325,1816484403,35,49,
,29,200,-1529678443,4,96,
2072,29,200,-2016215659,4,,
4051,29,201,1194944215,4,,
,29,201,-12821065,4,,
,29,448,123895414,4,,
5221,100,341,1432492375,10,,
2059,27,436,1026459123,35,,1
,29,202,-425380872,4,,
6039,29,202,1640752792,4,,
,29,448,562438710,4,72,1
,29,448,1833443478,4,,11
,29,200,-2040212619,4,46,9
3234,25,324,-1641244718,35,11,
,30,203,159332470,47,,
4206,30,452,-1147084262,59,,15
,95,335,-781287329,253,,
5099,95,335,-766538713,277,,
1100,66,343,107933595,162,,16
2212,66,343,-2137840495,131,33,
,66,343,-1416612221,37,71,2
2074,66,343,318627723,106,,
2100,66,343,632580985,200,,
,66,343,-647282691,68,,
,66,344,695909720,162,41,
,66,344,1044099236,82,76,
,30,203,-89441602,35,,6
,30,203,1714931958,35,90,
,30,449,-2047724425,35,,
4091,30,449,-1493740969,35,29,11
2056,128,438,-1519653995,56,,
,128,438,854724085,61,,3
,128,438,-676878443,35,,15
2086,27,434,1503744529,35,,7
,129,445,-989230817,10,,14
4100,66,347,-1060340277,45,,8
,66,347,416104283,35,,7
,66,347,-1570874423,35,69,
,66,347,-1312079039,35,,
,66,347,-1822613185,35,,9
2226,66,347,350782683,35,17,
,148,509,602854541,,86,6
4081,14,175,-1768389606,,,14
5069,84,291,-618653537,,,12
5243,67,257,856475562,,42,11
4061,133,472,291388593,,28,18
,47,485,-557590921,,76,6
,54,235,817726355,,,10
4039,103,352,1257786648,,,
,103,352,236718356,,62,
,105,354,-2034068296,,,
5072,88,312,-1940975377,,,
,116,391,-309387368,,,7
6091,81,408,269871696,,42,0
,64,251,-1324059462,,,
,71,425,-859222535,,,
,103,351,1891387317,,62,5
,102,349,-2075596122,,,2
,20,190,1082617712,,95,18
3202,45,225,-532284332,,,
,17,302,1115320816,,,0
4039,47,485,-1732607849,,,18
,63,299,1160047102,,,
,51,402,-1768115651,,,11
5211,77,375,-182953589,,,
4029,40,219,-1352475310,,,
,40,218,730260272,,,
,77,377,2130640717,,64,19
2013,80,283,-1962841088,,,
,115,387,-1936554020,,,
4013,3,286,2137340054,,,
